pkey,profile,genome_id,name,product,start,stop,strand,scaffold,sequence_id,type,transl_table,core_table_fkey,Dup,HGT,Res,bgc_id,gene,description,function,bgctable_fkey,BGC,duptable_fkey,evalue,bitscore,gid,seqtitle,hits
GCF_003635025.1__TIGR00105__2__3959,TIGR00105,GCF_003635025.1,rpmE,50S ribosomal protein L31,4045010,4045223,1.0,scaffold_2,3959,CDS,11.0,GCF_003635025.1__arts_core__TIGR00105,✔,✔,✖,,,,Protein synthesis,,✖,GCF_003635025.1__arts_dup__TIGR00105,,,,,2
GCF_003635025.1__TIGR00109__2__6674,TIGR00109,GCF_003635025.1,hemH,Ferrochelatase,7017892,7018897,-1.0,scaffold_2,6674,Core,11.0,GCF_003635025.1__arts_core__TIGR00109,✖,✖,✖,NZ_RBXX01000002.1.region018,TIGR00109,hemH: ferrochelatase,"Biosynthesis of cofactors, prosthetic groups, and carriers",NZ_RBXX01000002.1.region018__arts_bgc,✔,,,,,,1
GCF_003635025.1__TIGR00110__2__1276,TIGR00110,GCF_003635025.1,ilvD_1,Dihydroxy-acid dehydratase,1210229,1211861,-1.0,scaffold_2,1276,Core,11.0,GCF_003635025.1__arts_core__TIGR00110,✔,✔,✖,NZ_RBXX01000002.1.region003,TIGR00110,ilvD: dihydroxy-acid dehydratase,Amino acid biosynthesis,NZ_RBXX01000002.1.region003__arts_bgc,✔,GCF_003635025.1__arts_dup__TIGR00110,,,,,3
GCF_003635025.1__TIGR00110__2__4090,TIGR00110,45119,ilvD_2,Dihydroxy-acid dehydratase,4175214,4176981,-1.0,scaffold_2,4090,CDS,11.0,GCF_003635025.1__arts_core__TIGR00110,✔,✔,✖,,,,Amino acid biosynthesis,,✖,GCF_003635025.1__arts_dup__TIGR00110,,,,,2
GCF_003635025.1__TIGR00114__2__4973,TIGR00114,GCF_003635025.1,ribH,"6,7-dimethyl-8-ribityllumazine synthase",5152118,5152616,1.0,scaffold_2,4973,CDS,11.0,GCF_003635025.1__arts_core__TIGR00114,✖,✔,✖,,,,,,✖,,,,,,1
GCF_003635025.1__TIGR00115__2__1137,TIGR00115,GCF_003635025.1,tig,Trigger factor,1052345,1053704,-1.0,scaffold_2,1137,CDS,11.0,GCF_003635025.1__arts_core__TIGR00115,✖,✖,✖,,,,,,✖,,,,,,0
GCF_003635025.1__TIGR00116__2__4203,TIGR00116,GCF_003635025.1,tsf,Elongation factor Ts,4298569,4299385,1.0,scaffold_2,4203,CDS,11.0,GCF_003635025.1__arts_core__TIGR00116,✖,✔,✖,,,,,,✖,,,,,,1
GCF_003635025.1__TIGR00118__2__4092,TIGR00118,GCF_003635025.1,ilvB1,Acetolactate synthase large subunit IlvB1,4178277,4180107,1.0,scaffold_2,4092,CDS,11.0,GCF_003635025.1__arts_core__TIGR00118,✖,✖,✖,,,,Amino acid biosynthesis,,✖,,,,,,0
GCF_003635025.1__TIGR00119__2__4093,TIGR00119,GCF_003635025.1,ilvH,Acetolactate synthase small subunit,4180114,4180621,1.0,scaffold_2,4093,CDS,11.0,GCF_003635025.1__arts_core__TIGR00119,✖,✖,✖,,,,,,✖,,,,,,0
GCF_003635025.1__TIGR00120__2__135,TIGR00120,GCF_003635025.1,argJ,Arginine biosynthesis bifunctional protein ArgJ,12881,14042,-1.0,scaffold_2,135,CDS,11.0,GCF_003635025.1__arts_core__TIGR00120,✖,✖,✖,,,,,,✖,,,,,,0
GCF_003635025.1__TIGR00121__2__3690,TIGR00121,GCF_003635025.1,birA_6,Bifunctional ligase/repressor BirA,3768571,3769399,1.0,scaffold_2,3690,CDS,11.0,GCF_003635025.1__arts_core__TIGR00121,✖,✖,✖,,,,,,✖,,,,,,0
GCF_003635025.1__TIGR00131__2__624,TIGR00131,GCF_003635025.1,galK,Galactokinase,535106,536285,1.0,scaffold_2,624,CDS,11.0,GCF_003635025.1__arts_core__TIGR00131,✖,✔,✖,,,,,,✖,,,,,,1
GCF_003635025.1__TIGR00133__2__4082,TIGR00133,GCF_003635025.1,gatB,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B,4165734,4167240,1.0,scaffold_2,4082,CDS,11.0,GCF_003635025.1__arts_core__TIGR00133,✖,✖,✖,,,,,,✖,,,,,,0
GCF_003635025.1__TIGR00135__2__4079,TIGR00135,GCF_003635025.1,gatC,Glutamyl-tRNA(Gln) amidotransferase subunit C,4163736,4164036,1.0,scaffold_2,4079,CDS,11.0,GCF_003635025.1__arts_core__TIGR00135,✖,✖,✖,,,,,,✖,,,,,,0
GCF_003635025.1__TIGR00149__2__4292,TIGR00149,GCF_003635025.1,-,hypothetical protein,4399050,4399470,-1.0,scaffold_2,4292,CDS,11.0,GCF_003635025.1__arts_core__TIGR00149,✖,✔,✖,,,,,,✖,,,,,,1
GCF_003635025.1__TIGR00150__2__3424,TIGR00150,GCF_003635025.1,-,hypothetical protein,3497106,3497586,1.0,scaffold_2,3424,CDS,11.0,GCF_003635025.1__arts_core__TIGR00150,✖,✔,✖,,,,,,✖,,,,,,1
GCF_003635025.1__TIGR00151__2__2142,TIGR00151,GCF_003635025.1,ispF,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",2166973,2167456,-1.0,scaffold_2,2142,CDS,11.0,GCF_003635025.1__arts_core__TIGR00151,✖,✔,✖,,,,,,✖,,,,,,1
GCF_003635025.1__TIGR00152__2__398,TIGR00152,GCF_003635025.1,coaE,Dephospho-CoA kinase,296870,298067,-1.0,scaffold_2,398,CDS,11.0,GCF_003635025.1__arts_core__TIGR00152,✖,✔,✖,,,,,,✖,,,,,,1
GCF_003635025.1__TIGR00154__2__1807,TIGR00154,GCF_003635025.1,ispE,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase,1811610,1812597,-1.0,scaffold_2,1807,CDS,11.0,GCF_003635025.1__arts_core__TIGR00154,✖,✖,✖,,,,,,✖,,,,,,0
GCF_003635025.1__TIGR00157__2__3764,TIGR00157,GCF_003635025.1,rsgA,Small ribosomal subunit biogenesis GTPase RsgA,3854385,3855390,-1.0,scaffold_2,3764,CDS,11.0,GCF_003635025.1__arts_core__TIGR00157,✖,✖,✖,,,,,,✖,,,,,,0
GCF_003635025.1__TIGR00158__2__2849,TIGR00158,GCF_003635025.1,rplI,50S ribosomal protein L9,2900816,2901269,1.0,scaffold_2,2849,CDS,11.0,GCF_003635025.1__arts_core__TIGR00158,✖,✖,✖,,,,,,✖,,,,,,0
GCF_003635025.1__TIGR00164__2__2071,TIGR00164,GCF_003635025.1,psd,Phosphatidylserine decarboxylase proenzyme,2086578,2087295,1.0,scaffold_2,2071,CDS,11.0,GCF_003635025.1__arts_core__TIGR00164,✖,✖,✖,,,,,,✖,,,,,,0
GCF_003635025.1__TIGR00165__2__1862,TIGR00165,GCF_003635025.1,-,hypothetical protein,1861815,1862052,1.0,scaffold_2,1862,CDS,11.0,GCF_003635025.1__arts_core__TIGR00165,✔,✖,✖,,,,Protein synthesis,,✖,GCF_003635025.1__arts_dup__TIGR00165,,,,,1
GCF_003635025.1__TIGR00165__2__2848,TIGR00165,GCF_003635025.1,rpsR1,30S ribosomal protein S18 1,2900560,2900797,1.0,scaffold_2,2848,CDS,11.0,GCF_003635025.1__arts_core__TIGR00165,✔,✖,✖,,,,Protein synthesis,,✖,GCF_003635025.1__arts_dup__TIGR00165,,,,,1
GCF_003635025.1__TIGR00166__2__2846,TIGR00166,GCF_003635025.1,-,hypothetical protein,2899633,2899990,1.0,scaffold_2,2846,CDS,11.0,GCF_003635025.1__arts_core__TIGR00166,✖,✖,✖,,,,,,✖,,,,,,0
GCF_003635025.1__TIGR00168__2__158,TIGR00168,GCF_003635025.1,infC,Translation initiation factor IF-3,35747,36323,-1.0,scaffold_2,158,CDS,11.0,GCF_003635025.1__arts_core__TIGR00168,✖,✔,✖,,,,,,✖,,,,,,1
GCF_003635025.1__TIGR00171__2__4105,TIGR00171,GCF_003635025.1,leuD,3-isopropylmalate dehydratase small subunit,4196111,4196714,1.0,scaffold_2,4105,CDS,11.0,GCF_003635025.1__arts_core__TIGR00171,✖,✔,✖,,,,Amino acid biosynthesis,,✖,,,,,,1
GCF_003635025.1__TIGR00172__2__3684,TIGR00172,GCF_003635025.1,-,Nucleoside triphosphate pyrophosphatase,3762692,3763319,-1.0,scaffold_2,3684,CDS,11.0,GCF_003635025.1__arts_core__TIGR00172,✖,✔,✖,,,,,,✖,,,,,,1
GCF_003635025.1__TIGR00173__2__3250,TIGR00173,GCF_003635025.1,menD,2-succinyl-5-enolpyruvyl-6-hydroxy-3- cyclohexene-1-carboxylate synthase,3314461,3316129,1.0,scaffold_2,3250,CDS,11.0,GCF_003635025.1__arts_core__TIGR00173,✖,✔,✖,,,,"Biosynthesis of cofactors, prosthetic groups, and carriers",,✖,,,,,,1
GCF_003635025.1__TIGR00174__2__651,TIGR00174,GCF_003635025.1,miaA,tRNA dimethylallyltransferase,563302,564214,-1.0,scaffold_2,651,CDS,11.0,GCF_003635025.1__arts_core__TIGR00174,✖,✔,✖,,,,,,✖,,,,,,1
GCF_003635025.1__TIGR00177__2__1850,TIGR00177,GCF_003635025.1,moaB,Molybdenum cofactor biosynthesis protein B,1852357,1852957,-1.0,scaffold_2,1850,CDS,11.0,GCF_003635025.1__arts_core__TIGR00177,✖,✖,✖,,,,Unclassified,,✖,,,,,,0
GCF_003635025.1__TIGR00177__2__2026,TIGR00177,GCF_003635025.1,-,hypothetical protein,2035355,2036270,-1.0,scaffold_2,2026,CDS,11.0,GCF_003635025.1__arts_core__TIGR00177,✖,✖,✖,,,,Unclassified,,✖,,,,,,0
GCF_003635025.1__TIGR00177__2__2069,TIGR00177,GCF_003635025.1,moaE2,Molybdopterin molybdenumtransferase 2,2082822,2084067,1.0,scaffold_2,2069,CDS,11.0,GCF_003635025.1__arts_core__TIGR00177,✖,✖,✖,,,,Unclassified,,✖,,,,,,0
GCF_003635025.1__TIGR00179__2__3188,TIGR00179,GCF_003635025.1,murB,UDP-N-acetylenolpyruvoylglucosamine reductase,3254897,3256025,1.0,scaffold_2,3188,CDS,11.0,GCF_003635025.1__arts_core__TIGR00179,✖,✔,✖,,,,,,✖,,,,,,1
GCF_003635025.1__TIGR00180__2__2672,TIGR00180,GCF_003635025.1,parB,putative chromosome-partitioning protein ParB,2712620,2713613,1.0,scaffold_2,2672,CDS,11.0,GCF_003635025.1__arts_core__TIGR00180,✖,✖,✖,,,,,,✖,,,,,,0
GCF_003635025.1__TIGR00186__2__2138,TIGR00186,GCF_003635025.1,-,putative tRNA/rRNA methyltransferase,2163333,2164290,-1.0,scaffold_2,2138,CDS,11.0,GCF_003635025.1__arts_core__TIGR00186,✖,✔,✖,,,,Protein synthesis,,✖,,,,,,1
GCF_003635025.1__TIGR00187__2__4971,TIGR00187,GCF_003635025.1,ribE,Riboflavin synthase,5150182,5150830,1.0,scaffold_2,4971,CDS,11.0,GCF_003635025.1__arts_core__TIGR00187,✖,✔,✖,,,,,,✖,,,,,,1
GCF_003635025.1__TIGR00188__2__2666,TIGR00188,GCF_003635025.1,rnpA,Ribonuclease P protein component,2708340,2708736,1.0,scaffold_2,2666,CDS,11.0,GCF_003635025.1__arts_core__TIGR00188,✖,✔,✖,,,,,,✖,,,,,,1
GCF_003635025.1__TIGR00189__2__4523,TIGR00189,GCF_003635025.1,tesB,Acyl-CoA thioesterase 2,4647912,4648851,1.0,scaffold_2,4523,CDS,11.0,GCF_003635025.1__arts_core__TIGR00189,✖,✔,✖,,,,,,✖,,,,,,1
GCF_003635025.1__TIGR00190__2__2077,TIGR00190,GCF_003635025.1,thiC,Phosphomethylpyrimidine synthase,2093171,2094815,1.0,scaffold_2,2077,CDS,11.0,GCF_003635025.1__arts_core__TIGR00190,✖,✔,✖,,,,,,✖,,,,,,1
GCF_003635025.1__TIGR00191__2__3956,TIGR00191,GCF_003635025.1,thrB_1,Homoserine kinase,4040709,4041624,1.0,scaffold_2,3956,CDS,11.0,GCF_003635025.1__arts_core__TIGR00191,✖,✔,✖,,,,,,✖,,,,,,1
GCF_003635025.1__TIGR00194__2__4986,TIGR00194,GCF_003635025.1,uvrC,UvrABC system protein C,5164975,5166970,1.0,scaffold_2,4986,CDS,11.0,GCF_003635025.1__arts_core__TIGR00194,✖,✔,✖,,,,,,✖,,,,,,1
GCF_003635025.1__TIGR00196__2__3420,TIGR00196,GCF_003635025.1,nnr,Bifunctional NAD(P)H-hydrate repair enzyme Nnr,3493131,3494646,1.0,scaffold_2,3420,CDS,11.0,GCF_003635025.1__arts_core__TIGR00196,✖,✔,✖,,,,,,✖,,,,,,1
GCF_003635025.1__TIGR00203__2__2540,TIGR00203,GCF_003635025.1,cydB,Cytochrome bd-I ubiquinol oxidase subunit 2,2572953,2573967,-1.0,scaffold_2,2540,CDS,11.0,GCF_003635025.1__arts_core__TIGR00203,✖,✔,✖,,,,,,✖,,,,,,1
GCF_003635025.1__TIGR00204__2__580,TIGR00204,GCF_003635025.1,dxs_1,1-deoxy-D-xylulose-5-phosphate synthase,490066,491983,-1.0,scaffold_2,580,CDS,11.0,GCF_003635025.1__arts_core__TIGR00204,✖,✔,✖,,,,,,✖,,,,,,1
GCF_003635025.1__TIGR00209__2__1852,TIGR00209,GCF_003635025.1,galT,Galactose-1-phosphate uridylyltransferase,1854750,1855926,-1.0,scaffold_2,1852,CDS,11.0,GCF_003635025.1__arts_core__TIGR00209,✖,✔,✖,,,,Energy metabolism,,✖,,,,,,1
GCF_003635025.1__TIGR00214__2__766,TIGR00214,GCF_003635025.1,lipB,Octanoyltransferase,685390,686083,1.0,scaffold_2,766,CDS,11.0,GCF_003635025.1__arts_core__TIGR00214,✖,✔,✖,,,,,,✖,,,,,,1
GCF_003635025.1__TIGR00218__2__3741,TIGR00218,GCF_003635025.1,manA,Mannose-6-phosphate isomerase,3824981,3826232,1.0,scaffold_2,3741,CDS,11.0,GCF_003635025.1__arts_core__TIGR00218,✖,✔,✖,,,,,,✖,,,,,,1
GCF_003635025.1__TIGR00220__2__1847,TIGR00220,GCF_003635025.1,mscL,Large-conductance mechanosensitive channel,1851050,1851509,1.0,scaffold_2,1847,CDS,11.0,GCF_003635025.1__arts_core__TIGR00220,✖,✔,✖,,,,Cellular processes,,✖,,,,,,1
GCF_003635025.1__TIGR00222__2__805,TIGR00222,GCF_003635025.1,panB,3-methyl-2-oxobutanoate hydroxymethyltransferase,730315,731170,1.0,scaffold_2,805,CDS,11.0,GCF_003635025.1__arts_core__TIGR00222,✖,✖,✖,,,,,,✖,,,,,,0
GCF_003635025.1__TIGR00223__2__2168,TIGR00223,GCF_003635025.1,panD,Aspartate 1-decarboxylase,2196452,2196929,-1.0,scaffold_2,2168,CDS,11.0,GCF_003635025.1__arts_core__TIGR00223,✖,✔,✖,,,,,,✖,,,,,,1
GCF_003635025.1__TIGR00228__2__4859,TIGR00228,GCF_003635025.1,ruvC,Crossover junction endodeoxyribonuclease RuvC,5036001,5036589,1.0,scaffold_2,4859,CDS,11.0,GCF_003635025.1__arts_core__TIGR00228,✖,✔,✖,,,,DNA metabolism,,✖,,,,,,1
GCF_003635025.1__TIGR00233__2__1609,TIGR00233,45119,trpS_1,Tryptophan--tRNA ligase,1588660,1589626,1.0,scaffold_2,1609,CDS,11.0,GCF_003635025.1__arts_core__TIGR00233,✔,✔,✖,,,,Protein synthesis,,✖,GCF_003635025.1__arts_dup__TIGR00233,,,,,2
GCF_003635025.1__TIGR00233__2__3587,TIGR00233,GCF_003635025.1,trpS_2,Tryptophan--tRNA ligase,3662702,3663740,1.0,scaffold_2,3587,CDS,11.0,GCF_003635025.1__arts_core__TIGR00233,✔,✔,✖,,,,Protein synthesis,,✖,GCF_003635025.1__arts_dup__TIGR00233,,,,,2
GCF_003635025.1__TIGR00233__2__6400,TIGR00233,45119,trpS2,Tryptophan--tRNA ligase 2,6733676,6734729,-1.0,scaffold_2,6400,CDS,11.0,GCF_003635025.1__arts_core__TIGR00233,✔,✔,✖,,,,Protein synthesis,,✖,GCF_003635025.1__arts_dup__TIGR00233,,,,,2
GCF_003635025.1__TIGR00234__2__127,TIGR00234,GCF_003635025.1,tyrS,Tyrosine--tRNA ligase,4744,6019,-1.0,scaffold_2,127,CDS,11.0,GCF_003635025.1__arts_core__TIGR00234,✖,✔,✖,,,,,,✖,,,,,,1
GCF_003635025.1__TIGR00237__2__1654,TIGR00237,GCF_003635025.1,xseA,Exodeoxyribonuclease 7 large subunit,1637210,1638443,1.0,scaffold_2,1654,CDS,11.0,GCF_003635025.1__arts_core__TIGR00237,✖,✔,✖,,,,,,✖,,,,,,1
GCF_003635025.1__TIGR00239__2__3820,TIGR00239,GCF_003635025.1,kgd,Multifunctional 2-oxoglutarate metabolism enzyme,3912601,3916276,-1.0,scaffold_2,3820,CDS,11.0,GCF_003635025.1__arts_core__TIGR00239,✖,✖,✖,,,,,,✖,,,,,,0
GCF_003635025.1__TIGR00243__2__4228,TIGR00243,GCF_003635025.1,dxr,1-deoxy-D-xylulose 5-phosphate reductoisomerase,4323432,4324665,1.0,scaffold_2,4228,CDS,11.0,GCF_003635025.1__arts_core__TIGR00243,✖,✖,✖,,,,"Biosynthesis of cofactors, prosthetic groups, and carriers",,✖,,,,,,0
GCF_003635025.1__TIGR00250__2__4892,TIGR00250,GCF_003635025.1,-,Putative pre-16S rRNA nuclease,5072153,5072624,1.0,scaffold_2,4892,CDS,11.0,GCF_003635025.1__arts_core__TIGR00250,✖,✔,✖,,,,Unknown function,,✖,,,,,,1
GCF_003635025.1__TIGR00252__2__4196,TIGR00252,GCF_003635025.1,-,hypothetical protein,4291272,4291674,1.0,scaffold_2,4196,CDS,11.0,GCF_003635025.1__arts_core__TIGR00252,✖,✖,✖,,,,,,✖,,,,,,0
GCF_003635025.1__TIGR00256__2__613,TIGR00256,GCF_003635025.1,dtd,D-aminoacyl-tRNA deacylase,521358,521784,1.0,scaffold_2,613,CDS,11.0,GCF_003635025.1__arts_core__TIGR00256,✖,✔,✖,,,,,,✖,,,,,,1
GCF_003635025.1__TIGR00257__2__3118,TIGR00257,GCF_003635025.1,yigZ,IMPACT family member YigZ,3188471,3189146,-1.0,scaffold_2,3118,CDS,11.0,GCF_003635025.1__arts_core__TIGR00257,✖,✔,✖,,,,Unknown function,,✖,,,,,,1
GCF_003635025.1__TIGR00262__2__4486,TIGR00262,GCF_003635025.1,trpA,Tryptophan synthase alpha chain,4606601,4607393,1.0,scaffold_2,4486,CDS,11.0,GCF_003635025.1__arts_core__TIGR00262,✖,✔,✖,,,,Amino acid biosynthesis,,✖,,,,,,1
GCF_003635025.1__TIGR00273__2__6267,TIGR00273,GCF_003635025.1,lutB,Lactate utilization protein B,6602324,6603776,-1.0,scaffold_2,6267,CDS,11.0,GCF_003635025.1__arts_core__TIGR00273,✖,✔,✖,,,,Energy metabolism,,✖,,,,,,1
GCF_003635025.1__TIGR00281__1__106,TIGR00281,GCF_003635025.1,scpB,Segregation and condensation protein B,120786,121488,-1.0,scaffold_1,106,CDS,11.0,GCF_003635025.1__arts_core__TIGR00281,✖,✖,✖,,,,,,✖,,,,,,0
GCF_003635025.1__TIGR00302__2__2983,TIGR00302,GCF_003635025.1,purS,Phosphoribosylformylglycinamidine synthase subunit PurS,3034257,3034497,1.0,scaffold_2,2983,CDS,11.0,GCF_003635025.1__arts_core__TIGR00302,✖,✖,✖,,,,,,✖,,,,,,0
GCF_003635025.1__TIGR00337__1__112,TIGR00337,GCF_003635025.1,pyrG,CTP synthase,125467,127174,-1.0,scaffold_1,112,CDS,11.0,GCF_003635025.1__arts_core__TIGR00337,✖,✔,✖,,,,,,✖,,,,,,1
GCF_003635025.1__TIGR00343__2__4848,TIGR00343,GCF_003635025.1,pdxS,Pyridoxal 5-phosphate synthase subunit PdxS,5025116,5026034,-1.0,scaffold_2,4848,CDS,11.0,GCF_003635025.1__arts_core__TIGR00343,✖,✖,✖,,,,,,✖,,,,,,0
GCF_003635025.1__TIGR00344__2__4891,TIGR00344,GCF_003635025.1,alaS,Alanine--tRNA ligase,5069484,5072157,1.0,scaffold_2,4891,CDS,11.0,GCF_003635025.1__arts_core__TIGR00344,✖,✖,✖,,,,Protein synthesis,,✖,,,,,,0
GCF_003635025.1__TIGR00355__2__3506,TIGR00355,GCF_003635025.1,purH,Bifunctional purine biosynthesis protein PurH,3584919,3586485,1.0,scaffold_2,3506,CDS,11.0,GCF_003635025.1__arts_core__TIGR00355,✖,✔,✖,,,,"Purines, pyrimidines, nucleosides, and nucleotides",,✖,,,,,,1
GCF_003635025.1__TIGR00357__2__566,TIGR00357,GCF_003635025.1,msrB,Peptide methionine sulfoxide reductase MsrB,475703,476123,1.0,scaffold_2,566,CDS,11.0,GCF_003635025.1__arts_core__TIGR00357,✖,✖,✖,,,,,,✖,,,,,,0
GCF_003635025.1__TIGR00362__2__2664,TIGR00362,GCF_003635025.1,dnaA,Chromosomal replication initiator protein DnaA,2705777,2707529,-1.0,scaffold_2,2664,CDS,11.0,GCF_003635025.1__arts_core__TIGR00362,✖,✔,✖,,,,,,✖,,,,,,1
GCF_003635025.1__TIGR00368__2__4197,TIGR00368,GCF_003635025.1,comM,Competence protein ComM,4291674,4293192,1.0,scaffold_2,4197,CDS,11.0,GCF_003635025.1__arts_core__TIGR00368,✖,✔,✖,,,,,,✖,,,,,,1
GCF_003635025.1__TIGR00370__2__863,TIGR00370,GCF_003635025.1,pxpB_1,5-oxoprolinase subunit B,795147,795759,-1.0,scaffold_2,863,CDS,11.0,GCF_003635025.1__arts_core__TIGR00370,✖,✔,✖,,,,,,✖,,,,,,1
GCF_003635025.1__TIGR00379__2__4260,TIGR00379,GCF_003635025.1,cobB_1,"Hydrogenobyrinate a,c-diamide synthase",4357545,4358937,1.0,scaffold_2,4260,CDS,11.0,GCF_003635025.1__arts_core__TIGR00379,✖,✖,✖,,,,"Biosynthesis of cofactors, prosthetic groups, and carriers",,✖,,,,,,0
GCF_003635025.1__TIGR00380__2__846,TIGR00380,GCF_003635025.1,cobD,Cobalamin biosynthesis protein CobD,774701,775646,-1.0,scaffold_2,846,CDS,11.0,GCF_003635025.1__arts_core__TIGR00380,✖,✖,✖,,,,,,✖,,,,,,0
GCF_003635025.1__TIGR00382__2__1134,TIGR00382,GCF_003635025.1,clpX,ATP-dependent Clp protease ATP-binding subunit ClpX,1048952,1050230,-1.0,scaffold_2,1134,CDS,11.0,GCF_003635025.1__arts_core__TIGR00382,✖,✖,✖,,,,,,✖,,,,,,0
GCF_003635025.1__TIGR00392__2__1351,TIGR00392,45119,ileS_1,Isoleucine--tRNA ligase,1311069,1314195,1.0,scaffold_2,1351,CDS,11.0,GCF_003635025.1__arts_core__TIGR00392,✔,✔,✖,,,,Protein synthesis,,✖,GCF_003635025.1__arts_dup__TIGR00392,,,,,2
GCF_003635025.1__TIGR00392__2__4409,TIGR00392,45119,ileS_2,Isoleucine--tRNA ligase,4518495,4521651,1.0,scaffold_2,4409,CDS,11.0,GCF_003635025.1__arts_core__TIGR00392,✔,✔,✖,,,,Protein synthesis,,✖,GCF_003635025.1__arts_dup__TIGR00392,,,,,2
GCF_003635025.1__TIGR00396__2__2690,TIGR00396,GCF_003635025.1,leuS,Leucine--tRNA ligase,2733231,2736096,1.0,scaffold_2,2690,CDS,11.0,GCF_003635025.1__arts_core__TIGR00396,✖,✔,✖,,,,,,✖,,,,,,1
GCF_003635025.1__TIGR00398__2__1815,TIGR00398,GCF_003635025.1,metG,Methionine--tRNA ligase,1820417,1822211,-1.0,scaffold_2,1815,CDS,11.0,GCF_003635025.1__arts_core__TIGR00398,✖,✔,✖,,,,,,✖,,,,,,1
GCF_003635025.1__TIGR00401__2__2583,TIGR00401,GCF_003635025.1,msrA,Peptide methionine sulfoxide reductase MsrA,2614797,2615466,-1.0,scaffold_2,2583,CDS,11.0,GCF_003635025.1__arts_core__TIGR00401,✖,✔,✖,,,,,,✖,,,,,,1
GCF_003635025.1__TIGR00409__2__4287,TIGR00409,GCF_003635025.1,proS,Proline--tRNA ligase,4393946,4395692,1.0,scaffold_2,4287,CDS,11.0,GCF_003635025.1__arts_core__TIGR00409,✖,✖,✖,,,,Protein synthesis,,✖,,,,,,0
GCF_003635025.1__TIGR00414__2__2528,TIGR00414,GCF_003635025.1,serS,Serine--tRNA ligase,2559136,2560399,-1.0,scaffold_2,2528,CDS,11.0,GCF_003635025.1__arts_core__TIGR00414,✖,✔,✖,,,,,,✖,,,,,,1
GCF_003635025.1__TIGR00416__2__2146,TIGR00416,GCF_003635025.1,radA_1,DNA repair protein RadA,2169716,2171087,1.0,scaffold_2,2146,CDS,11.0,GCF_003635025.1__arts_core__TIGR00416,✖,✔,✖,,,,,,✖,,,,,,1
GCF_003635025.1__TIGR00418__2__2889,TIGR00418,GCF_003635025.1,thrS_1,Threonine--tRNA ligase 1,2940897,2942097,1.0,scaffold_2,2889,CDS,11.0,GCF_003635025.1__arts_core__TIGR00418,✔,✔,✖,,,,,,✖,GCF_003635025.1__arts_dup__TIGR00418,,,,,2
GCF_003635025.1__TIGR00418__2__4844,TIGR00418,45119,thrS_2,Threonine--tRNA ligase,5020799,5022854,1.0,scaffold_2,4844,CDS,11.0,GCF_003635025.1__arts_core__TIGR00418,✔,✔,✖,,,,,,✖,GCF_003635025.1__arts_dup__TIGR00418,,,,,2
GCF_003635025.1__TIGR00419__2__4992,TIGR00419,GCF_003635025.1,tpiA,Triosephosphate isomerase,5172704,5173490,1.0,scaffold_2,4992,CDS,11.0,GCF_003635025.1__arts_core__TIGR00419,✖,✔,✖,,,,,,✖,,,,,,1
GCF_003635025.1__TIGR00422__2__1121,TIGR00422,GCF_003635025.1,valS,Valine--tRNA ligase,1035078,1037712,-1.0,scaffold_2,1121,CDS,11.0,GCF_003635025.1__arts_core__TIGR00422,✖,✖,✖,,,,,,✖,,,,,,0
GCF_003635025.1__TIGR00431__2__4306,TIGR00431,GCF_003635025.1,truB,tRNA pseudouridine synthase B,4412815,4413724,1.0,scaffold_2,4306,CDS,11.0,GCF_003635025.1__arts_core__TIGR00431,✖,✖,✖,,,,,,✖,,,,,,0
GCF_003635025.1__TIGR00435__2__2139,TIGR00435,GCF_003635025.1,cysS,Cysteine--tRNA ligase,2164293,2165688,-1.0,scaffold_2,2139,CDS,11.0,GCF_003635025.1__arts_core__TIGR00435,✖,✖,✖,,,,,,✖,,,,,,0
GCF_003635025.1__TIGR00442__2__4869,TIGR00442,GCF_003635025.1,hisS,Histidine--tRNA ligase,5047366,5048635,1.0,scaffold_2,4869,CDS,11.0,GCF_003635025.1__arts_core__TIGR00442,✖,✖,✖,,,,Protein synthesis,,✖,,,,,,0
GCF_003635025.1__TIGR00447__2__1803,TIGR00447,GCF_003635025.1,pth,Peptidyl-tRNA hydrolase,1806080,1806656,1.0,scaffold_2,1803,CDS,11.0,GCF_003635025.1__arts_core__TIGR00447,✖,✔,✖,,,,,,✖,,,,,,1
GCF_003635025.1__TIGR00456__2__3952,TIGR00456,GCF_003635025.1,argS,Arginine--tRNA ligase,4035132,4036845,1.0,scaffold_2,3952,CDS,11.0,GCF_003635025.1__arts_core__TIGR00456,✖,✖,✖,,,,,,✖,,,,,,0
GCF_003635025.1__TIGR00459__2__4878,TIGR00459,GCF_003635025.1,aspS,Aspartate--tRNA(Asp/Asn) ligase,5056122,5057943,1.0,scaffold_2,4878,CDS,11.0,GCF_003635025.1__arts_core__TIGR00459,✖,✔,✖,,,,Protein synthesis,,✖,,,,,,1
GCF_003635025.1__TIGR00461__2__6134,TIGR00461,GCF_003635025.1,gcvP,putative glycine dehydrogenase (decarboxylating),6452619,6455496,1.0,scaffold_2,6134,CDS,11.0,GCF_003635025.1__arts_core__TIGR00461,✖,✔,✖,,,,,,✖,,,,,,1
